"","gene_symbol","mean_rank","median_rank","direction_foldchange"
"1","Tm7sf2",291.166666666667,71.5,-1
"2","Serpina1a",319.611111111111,156,-1
"3","Iqgap1",350.388888888889,199,1
"4","Cd36",380.111111111111,40.5,1
"5","Adgrf1",382.444444444444,200,-1
"6","Srxn1",395.722222222222,143.5,1
"7","Cfhr2",409.722222222222,232,-1
"8","Serpina1e",418.111111111111,173,-1
"9","Nudt7",442.055555555556,125,-1
"10","Aadat",442.611111111111,244,-1
"11","Hes6",449.333333333333,173,-1
"12","Apoa4",453.833333333333,155,1
"13","Hsd17b2",472.055555555556,332.5,-1
"14","Serpinc1",479.5,274,-1
"15","Lifr",484.5,255.5,-1
"16","Cyp7b1",494.555555555556,343,-1
"17","C8b",507.111111111111,313,-1
"18","Mcm10",524.333333333333,458,-1
"19","Slc22a30",530.666666666667,242.5,-1
"20","Hsd3b5",546.055555555556,540.5,-1
"21","Nrg1",546.388888888889,141.5,1
"22","Stk10",548.277777777778,232,1
"23","Asl",551.5,260.5,-1
"24","Ddt",554.277777777778,441.5,-1
"25","Plekha1",554.388888888889,446,1
"26","Qdpr",560.5,242,-1
"27","Ces3b",566.555555555556,281.5,-1
"28","Fam47e",568.444444444444,402.5,-1
"29","Ano6",568.833333333333,341,1
"30","Tmem43",578.777777777778,123.5,1
"31","C8g",582.222222222222,252,-1
"32","Gnmt",584,76.5,-1
"33","Tlcd2",584.611111111111,401.5,-1
"34","Mpv17l",585.166666666667,232.5,-1
"35","Ebp",585.444444444444,378.5,-1
"36","Rtn4",588.222222222222,277,1
"37","Scrn2",588.722222222222,505,-1
"38","1300017J02Rik",592.055555555556,379.5,-1
"39","Itgb5",592.222222222222,509.5,1
"40","Gas6",593,550.5,1
"41","Selenbp2",600.222222222222,393,-1
"42","Serpina1c",600.555555555556,546,-1
"43","Cfhr1",607.888888888889,487,-1
"44","Il1rap",611.055555555556,443.5,-1
"45","AI182371",612.666666666667,405,-1
"46","Psap",614.388888888889,426.5,1
"47","Osbpl3",616.555555555556,296.5,1
"48","Serpinb6a",619.5,446.5,1
"49","Haus8",620.833333333333,393,1
"50","Slc22a28",625.222222222222,540,-1
"51","Pipox",625.277777777778,656.5,-1
"52","Map4k4",628.166666666667,182.5,1
"53","Ghr",629,443.5,-1
"54","Gjb1",633,494,-1
"55","Cyp2a22",637.944444444444,338.5,1
"56","Ppm1h",638.388888888889,422.5,1
"57","Ugt2a3",640.5,388,-1
"58","Sucnr1",641.555555555556,515,-1
"59","Cyp2u1",642,211.5,-1
"60","Cyp2c67",645.166666666667,574,-1
"61","Serpina1b",646.388888888889,425.5,-1
"62","Aadac",648.722222222222,478.5,-1
"63","Setd7",654.111111111111,388.5,1
"64","F2",659.111111111111,562.5,-1
"65","Ugt2b1",663.055555555556,551.5,-1
"66","Dmpk",670,429.5,1
"67","Gchfr",670.111111111111,581,-1
"68","Slc27a5",671.666666666667,560,-1
"69","Anxa5",672,295,1
"70","Adam11",672.111111111111,491.5,1
"71","Klf6",673.722222222222,461,1
"72","Masp2",677.333333333333,575,-1
"73","Hsd17b7",678,367,-1
"74","F11",679.5,391.5,-1
"75","Tmsb4x",681.777777777778,363.5,1
"76","Ttc36",684.388888888889,706,-1
"77","Apoa1",684.5,431,-1
"78","Tspan33",685.5,453.5,-1
"79","Rdh11",686.222222222222,225.5,-1
"80","Acadsb",686.277777777778,479,-1
"81","Elmo1",688,593,1
"82","Ttr",688.5,256,-1
"83","Sptlc2",692.944444444444,409,1
"84","Adh5",694.166666666667,583,-1
"85","Galnt10",697.055555555556,735,1
"86","Krt8",697.555555555556,659.5,1
"87","Pemt",698.166666666667,450,-1
"88","Mvd",700.444444444444,450,-1
"89","Cyp2b9",700.777777777778,249.5,1
"90","App",705.388888888889,335.5,1
"91","Ahcy",707,487.5,-1
"92","Mlkl",707.222222222222,332,1
"93","Dlgap1",707.888888888889,521.5,-1
"94","Mup3",709.222222222222,292.5,-1
"95","Tpm1",711.555555555556,398,1
"96","Tgfbr2",713.055555555556,659.5,1
"97","Ly6e",713.888888888889,488.5,1
"98","Rhob",714.055555555556,413.5,1
"99","Paics",714.166666666667,555.5,-1
"100","Icam1",714.611111111111,427.5,1
"101","Gm19619",715.222222222222,198,1
"102","Mpst",715.944444444444,582,-1
"103","Hagh",716,545,-1
"104","Phb2",719.388888888889,632.5,-1
"105","Atp5o",720.666666666667,325,-1
"106","Lgmn",720.833333333333,192.5,1
"107","Apoh",723,386.5,-1
"108","Tacc2",723.055555555556,586.5,1
"109","Arg1",724.333333333333,396,-1
"110","Hao1",724.444444444444,809,-1
"111","Stard4",731.222222222222,481.5,-1
"112","Aox3",733.611111111111,574,-1
"113","Apoc3",734,674,-1
"114","Insig1",734.388888888889,417,-1
"115","Ntrk2",736.277777777778,107,1
"116","Proc",740.777777777778,465.5,-1
"117","Aldh1l1",741.222222222222,318.5,-1
"118","Pmvk",741.333333333333,449.5,-1
"119","Cyp4f13",741.777777777778,548,-1
"120","Epb41l4b",742.5,537.5,-1
"121","Rdh7",742.944444444444,557,-1
"122","F10",743.611111111111,672,-1
"123","Filip1l",743.722222222222,533,1
"124","Akr1c12",744.5,590.5,-1
"125","Abcb1a",745.722222222222,584,1
"126","Zfp532",746.333333333333,649.5,1
"127","Nedd9",746.333333333333,494.5,1
"128","Abhd2",747.277777777778,461,1
"129","Ndufb10",747.888888888889,573,-1
"130","Nipsnap1",748.666666666667,521,-1
"131","Ces2a",750.611111111111,525.5,-1
"132","Igf1",752.611111111111,636,-1
"133","Susd4",753.166666666667,437,-1
"134","Rnf145",753.833333333333,405.5,1
"135","Slc43a2",754.777777777778,516,1
"136","Gstp1",755.222222222222,535,-1
"137","Tead1",756.666666666667,434.5,1
"138","H2-Q10",756.888888888889,590.5,-1
"139","Oaf",757.166666666667,699,-1
"140","Gstz1",760.333333333333,523,-1
"141","Loxl2",763.444444444444,531.5,1
"142","Myo9a",766.111111111111,703.5,1
"143","Btc",766.611111111111,401,1
"144","Zmat3",767.055555555556,518,1
"145","Synpo",768,695.5,1
"146","Ecsit",769.111111111111,712.5,-1
"147","Pvr",769.555555555556,683.5,1
"148","Plscr1",769.833333333333,279.5,1
"149","Mup7",770.888888888889,597.5,-1
"150","Samd4",771.277777777778,499.5,1
"151","Nat8f1",771.722222222222,378.5,-1
"152","Zeb2",771.888888888889,485.5,1
"153","Cyp27a1",775.166666666667,473,-1
"154","Trim30a",775.888888888889,438,1
"155","Tpst1",776.388888888889,525,-1
"156","Serpina7",776.444444444444,687,1
"157","Ppl",777.611111111111,452.5,1
"158","Gnai2",777.722222222222,695,1
"159","Sirt7",778.444444444444,455.5,-1
"160","Dbt",780.388888888889,670.5,-1
"161","Pdilt",781.777777777778,723.5,-1
"162","Urah",781.888888888889,560.5,-1
"163","Mafk",782.5,766.5,1
"164","Spp1",784.166666666667,476,1
"165","Slco1a1",784.388888888889,589.5,-1
"166","Aspdh",785.888888888889,469,-1
"167","Tbc1d1",787.777777777778,558,1
"168","Apof",787.944444444444,733,-1
"169","Slc6a12",788.222222222222,496.5,-1
"170","Ndufb3",788.611111111111,587,-1
"171","Mvp",788.777777777778,931,1
"172","Gls",788.888888888889,759.5,1
"173","Fosl2",789,742.5,1
"174","Ndufa11",789.277777777778,700,-1
"175","Snx10",789.333333333333,456.5,1
"176","Hopx",789.555555555556,736.5,-1
"177","Urad",790.055555555556,327,-1
"178","Tmem30a",790.277777777778,666,-1
"179","Ndufb9",790.5,603,-1
"180","Slco2a1",790.611111111111,243,-1
"181","Ttc39c",793.5,391.5,-1
"182","Slc13a3",794.222222222222,369.5,1
"183","Ets2",794.388888888889,579.5,1
"184","Psen2",794.944444444444,573,-1
"185","0610031O16Rik",794.944444444444,606.5,-1
"186","Cidec",795.222222222222,619,1
"187","Wipf3",795.5,423.5,1
"188","Arhgef7",796.277777777778,675,1
"189","Igfbp2",796.5,719.5,-1
"190","Baat",797.944444444444,696,-1
"191","Myo9b",799.055555555556,478.5,1
"192","Naip2",800.611111111111,600,1
"193","Polr3g",801.055555555556,663,-1
"194","Cyp2d22",801.277777777778,866.5,-1
"195","Mdh1",801.5,640.5,-1
"196","Aldh8a1",802.611111111111,756.5,-1
"197","Fras1",803.388888888889,412.5,-1
"198","Slc38a3",803.833333333333,422.5,-1
"199","Haao",805.555555555556,603.5,-1
"200","Col14a1",806.277777777778,521,1
"201","Pld3",807.222222222222,549.5,1
"202","Mrps31",808.888888888889,703,-1
"203","Slc25a1",809.611111111111,613.5,-1
"204","Cyp2j5",812.333333333333,841.5,-1
"205","Serpinf2",812.555555555556,703.5,-1
"206","Car3",813.388888888889,685,-1
"207","Iah1",815.277777777778,538.5,-1
"208","Hexb",815.277777777778,908.5,1
"209","Clic1",815.555555555556,766,1
"210","Neb",817,608.5,-1
"211","Slc17a3",819.055555555556,869.5,-1
"212","Lgals3bp",820.611111111111,603,1
"213","Dmgdh",821.277777777778,518,-1
"214","Ivd",823.111111111111,713,-1
"215","Agxt",823.166666666667,579,-1
"216","Pawr",824.388888888889,789.5,1
"217","Tmprss2",826.777777777778,553.5,1
"218","Alb",827,508,-1
"219","Shmt1",828.444444444444,719.5,-1
"220","Cyp2c68",828.555555555556,458.5,-1
"221","Sardh",828.722222222222,905,-1
"222","Ndufs7",829.5,696,-1
"223","Cep192",829.666666666667,729,1
"224","Gab2",830.722222222222,432,1
"225","Ftcd",831.555555555556,664,-1
"226","Ywhah",832.166666666667,460.5,1
"227","Myh9",834.055555555556,751,1
"228","Mtfp1",834.666666666667,525,-1
"229","2510009E07Rik",835,789.5,1
"230","Upb1",835.111111111111,752.5,-1
"231","Dusp3",835.111111111111,617.5,1
"232","Acaa2",836.277777777778,576.5,-1
"233","Bdh2",836.333333333333,565.5,-1
"234","Trak2",838.611111111111,698.5,1
"235","Mup21",839.055555555556,317.5,-1
"236","Stap1",839.166666666667,825,1
"237","Atp6v1b2",840.166666666667,615,1
"238","Klhl2",840.388888888889,725.5,-1
"239","Tfr2",840.666666666667,610,-1
"240","Pik3ap1",841.722222222222,823,1
"241","Uqcr11",842.055555555556,563,-1
"242","Fh1",842.777777777778,525,-1
"243","Rbks",843.277777777778,610,-1
"244","Cyc1",844.666666666667,670.5,-1
"245","Dpyd",845.277777777778,803,-1
"246","Lsm6",845.722222222222,700,-1
"247","Steap4",845.777777777778,519,1
"248","Hsd11b1",845.944444444444,543.5,-1
"249","Hoga1",846.166666666667,769.5,-1
"250","Dcn",846.444444444444,751.5,1
"251","Tecr",847.222222222222,733,-1
"252","Ppdpf",847.333333333333,667,-1
"253","Mrpl15",848.222222222222,810.5,-1
"254","Amy1",848.722222222222,766.5,-1
"255","Samd9l",848.888888888889,470.5,1
"256","Pah",849.333333333333,738,-1
"257","Cep170",851.611111111111,875,1
"258","Slc29a1",851.722222222222,727.5,-1
"259","Hsd3b2",851.722222222222,569,-1
"260","Atp2b2",852.777777777778,493,1
"261","Clec2d",853.444444444444,640.5,-1
"262","Ccnd1",853.722222222222,496.5,1
"263","Mup2",854.277777777778,727,-1
"264","Pxmp2",854.611111111111,747,-1
"265","Pecr",854.666666666667,496.5,-1
"266","Sult2a8",856.111111111111,430.5,-1
"267","Myo1c",857.777777777778,594,1
"268","Ces1c",858.388888888889,554,-1
"269","Elovl3",859.888888888889,741.5,-1
"270","Hsd17b10",860.555555555556,535.5,-1
"271","Adk",861.166666666667,748,-1
"272","Apaf1",861.222222222222,788,1
"273","Uox",861.888888888889,522.5,-1
"274","Apoa2",862.777777777778,636,-1
"275","Slc19a2",863.166666666667,677,-1
"276","Inca1",864.888888888889,703,-1
"277","Slc17a4",866.055555555556,639,1
"278","Gal3st1",868.111111111111,871,1
"279","Trhde",868.444444444444,662,-1
"280","Adh4",869.111111111111,698,-1
"281","Tst",869.611111111111,630.5,-1
"282","Stk16",872.5,773,-1
"283","Atp5h",873.5,687,-1
"284","Rapgef5",873.666666666667,724.5,1
"285","Cyp2d10",873.777777777778,450,-1
"286","Tpd52",875.055555555556,592.5,1
"287","Scap",877.5,625,-1
"288","Dcxr",879.444444444444,691,-1
"289","Fetub",879.722222222222,517.5,-1
"290","Abca8a",880.388888888889,743,-1
"291","Prkcd",880.388888888889,694,1
"292","Tgm2",880.5,533.5,1
"293","Chic1",881.111111111111,738.5,-1
"294","Mpnd",881.277777777778,443.5,-1
"295","Plekhm3",882.611111111111,804,1
"296","Igf2bp2",884.444444444444,655.5,1
"297","Plg",884.888888888889,833,-1
"298","Mfsd4b1",885.833333333333,854,-1
"299","Gdf15",885.944444444444,654.5,1
"300","Krt18",886.444444444444,525.5,1
"301","Nsun2",887.055555555556,686,-1
"302","Fpgs",887.111111111111,737.5,-1
"303","Slc10a1",888.555555555556,728,-1
"304","Ndufa5",888.666666666667,587.5,-1
"305","C8a",889,544,-1
"306","Tle1",889.111111111111,898.5,-1
"307","2310001H17Rik",889.888888888889,825.5,-1
"308","Nxpe2",889.944444444444,738.5,-1
"309","Mthfd1l",890.666666666667,614.5,1
"310","Gmip",892.388888888889,949,1
"311","Gna14",893.166666666667,538,-1
"312","Rbp4",893.333333333333,714,-1
"313","Serpinf1",893.611111111111,659.5,-1
"314","Hgfac",895.888888888889,720.5,-1
"315","Gtpbp2",895.944444444444,673,1
"316","Uqcrh",897.055555555556,682,-1
"317","Nat8",897.388888888889,779,-1
"318","Abcb10",897.611111111111,522.5,-1
"319","Ahnak",898,718.5,1
"320","Ndufv2",898.222222222222,720.5,-1
"321","Klf15",899,696.5,-1
"322","Hnf4aos",899.5,826.5,-1
"323","Chac2",899.611111111111,969.5,-1
"324","Ccs",900.277777777778,800.5,-1
"325","Prcp",900.5,919,1
"326","Smad6",900.944444444444,806,1
"327","Idi1",902.333333333333,615,-1
"328","Lhpp",902.611111111111,625,-1
"329","Ctsb",902.777777777778,673.5,1
"330","Adtrp",904.055555555556,529.5,-1
"331","Sult1b1",904.111111111111,969.5,-1
"332","Gm12718",904.166666666667,701,-1
"333","Pde9a",904.722222222222,838.5,-1
"334","Prdx4",905.111111111111,597,-1
"335","Acsm1",905.222222222222,798.5,-1
"336","Cwf19l1",905.5,742,-1
"337","Aldh9a1",906.166666666667,642,-1
"338","Zfp704",907.611111111111,555.5,1
"339","1700066M21Rik",908,683,-1
"340","Lamc1",909.5,670,1
"341","Abhd4",909.5,737,1
"342","Sdr9c7",910,675.5,-1
"343","Ggact",910.111111111111,607.5,-1
"344","Frrs1",910.444444444444,791,1
"345","Sat1",912.666666666667,883,1
"346","Slc17a2",913.833333333333,637.5,-1
"347","Idh1",914.611111111111,760.5,-1
"348","Pcyt2",915.777777777778,639.5,-1
"349","Gadd45a",915.944444444444,845.5,1
"350","Ptms",916.277777777778,715,-1
"351","Igfals",916.611111111111,609,-1
"352","S100a1",916.833333333333,684.5,-1
"353","Lss",916.944444444444,617.5,-1
"354","Atp5g3",917,656,-1
"355","Akr7a5",917,919,-1
"356","Apobec1",917.055555555556,831.5,1
"357","Zfand4",917.222222222222,329,-1
"358","Sec14l4",917.611111111111,676.5,-1
"359","Bhmt2",918.166666666667,564,-1
"360","Ppat",918.888888888889,765.5,-1
"361","Bmp1",919.388888888889,710,-1
"362","Kynu",919.666666666667,918.5,-1
"363","Sulf2",919.777777777778,479.5,1
"364","Csf1",920.055555555556,948,1
"365","Slc38a4",920.166666666667,508.5,-1
"366","Avpr1a",920.555555555556,547.5,-1
"367","Btg2",921.222222222222,685,1
"368","Fn3k",921.722222222222,843.5,-1
"369","Capn10",921.833333333333,644,-1
"370","Slc16a5",922.277777777778,690.5,1
"371","Cbl",922.388888888889,864,1
"372","Cers6",923.111111111111,456,1
"373","Cyp2d9",925.611111111111,773.5,-1
"374","Frmd4a",926,816,1
"375","Tpr",926.555555555556,789,1
"376","Gm4951",926.944444444444,768.5,-1
"377","Mst1",927.444444444444,773.5,-1
"378","Wwtr1",928.444444444444,811.5,1
"379","Uqcrq",928.444444444444,761,-1
"380","Cyp4f14",928.555555555556,790,-1
"381","Idh2",929.166666666667,609.5,1
"382","Ido2",929.333333333333,910,-1
"383","Rbbp4",929.611111111111,951.5,-1
"384","Hexa",929.777777777778,632,1
"385","S100a10",930.666666666667,865.5,1
"386","Faah",930.666666666667,794.5,-1
"387","Uqcr10",930.833333333333,704,-1
"388","Cpeb1",931.166666666667,761,1
"389","Pam",931.388888888889,707,1
"390","Rcl1",931.611111111111,785.5,-1
"391","Fah",931.944444444444,693,-1
"392","Clec2h",932.111111111111,889.5,-1
"393","Tmc6",932.722222222222,862,1
"394","Capns1",933.333333333333,907,1
"395","Gpr155",933.555555555556,844.5,-1
"396","Sod1",933.666666666667,536,-1
"397","Proz",934.111111111111,800,-1
"398","Nsdhl",934.388888888889,642,-1
"399","Mthfd1",934.777777777778,615.5,-1
"400","Slc38a2",935.888888888889,942,-1
"401","Tdo2",936.111111111111,730.5,-1
"402","Gls2",936.666666666667,1016,-1
"403","0610005C13Rik",936.666666666667,715.5,-1
"404","Ndufa6",936.777777777778,810.5,-1
"405","Actn1",936.777777777778,756,1
"406","Heg1",937.166666666667,648.5,1
"407","Tpd52l1",938.722222222222,703.5,-1
"408","Nsmf",938.777777777778,719.5,-1
"409","Ophn1",939.222222222222,733.5,1
"410","Cmbl",939.222222222222,698,-1
"411","Ass1",940.111111111111,827,-1
"412","Ndufa4",941.111111111111,625.5,-1
"413","Lap3",941.444444444444,825,-1
"414","Whamm",942.166666666667,963.5,-1
"415","Apon",943.277777777778,739,-1
"416","Slc7a7",943.388888888889,869.5,1
"417","Tmem65",944.777777777778,664.5,1
"418","Plin4",945.166666666667,680,1
"419","Otc",946.222222222222,898,-1
"420","Homer2",947.444444444444,737.5,-1
"421","Rnf103",947.611111111111,932.5,-1
"422","Lrrc3",947.666666666667,778,-1
"423","Atg3",947.888888888889,828,-1
"424","Asgr1",948.277777777778,946.5,-1
"425","Urod",948.277777777778,921.5,-1
"426","Cyp2r1",948.5,835.5,-1
"427","Slc16a7",949.111111111111,920.5,1
"428","Snap47",950,784,-1
"429","Tmem19",950.166666666667,698.5,-1
"430","Tmem183a",950.222222222222,738,-1
"431","Fgf21",952,483.5,1
"432","Nags",952.055555555556,702.5,-1
"433","Slc22a27",952.111111111111,1008,1
"434","Car5a",952.222222222222,717,-1
"435","Cth",953.277777777778,830,-1
"436","Nnmt",953.388888888889,681.5,-1
"437","Pnpla7",953.5,721,-1
"438","Mblac2",953.555555555556,861,-1
"439","Etnppl",953.944444444444,787.5,-1
"440","Rmdn2",954.777777777778,848,-1
"441","Mgam",955,846,-1
"442","Macrod1",955.444444444444,901.5,-1
"443","Grtp1",955.5,795.5,-1
"444","Sc5d",956.111111111111,831,-1
"445","Atp5d",957.277777777778,928.5,-1
"446","Otud7b",958.222222222222,867,1
"447","Azgp1",958.277777777778,965.5,-1
"448","Ndrg2",958.388888888889,812,-1
"449","Exosc5",958.666666666667,937.5,-1
"450","Ndufb11",959.666666666667,775.5,-1
"451","Vtn",959.833333333333,857,-1
"452","Mup11",960.055555555556,855,-1
"453","Flot1",960.555555555556,675,1
"454","Pex16",960.666666666667,541,-1
"455","Acad12",961.388888888889,737,1
"456","Il11ra1",962.5,826,-1
"457","C1rl",963.5,775,-1
"458","Sdhd",963.555555555556,675.5,-1
"459","Tpm4",964,634.5,1
"460","Apom",964.222222222222,641.5,-1
"461","Pbld2",964.888888888889,815,-1
"462","F7",965.055555555556,851.5,-1
"463","Sqle",966.444444444444,875,-1
"464","Amacr",967.388888888889,798,-1
"465","Smarcd2",967.444444444444,755,-1
"466","Tstd3",967.777777777778,825,-1
"467","Map3k14",968,785.5,1
"468","Slc25a17",968.388888888889,800.5,-1
"469","Cfi",968.888888888889,798.5,-1
"470","Kcnk5",970.055555555556,653.5,-1
"471","Impa1",970.444444444444,950,-1
"472","Pcsk9",970.944444444444,633,-1
"473","Mtch2",972.111111111111,982,-1
"474","Ifngr1",973.166666666667,860,1
"475","Hgd",973.166666666667,886,-1
"476","Cox7b",973.888888888889,737,-1
"477","Ndufc2",974.388888888889,904,-1
"478","Pglyrp2",974.833333333333,683.5,-1
"479","Rad51b",975.555555555556,893,1
"480","Ano10",976.722222222222,948,1
"481","Tuba4a",977.611111111111,670,-1
"482","Akr1c6",978,887,-1
"483","Cyp4a12a",978.111111111111,690.5,-1
"484","Txndc15",978.722222222222,827.5,-1
"485","Tbc1d31",979.111111111111,582,1
"486","Srgap3",979.277777777778,282,-1
"487","Mmp14",979.277777777778,707,1
"488","Grpel1",979.388888888889,777.5,-1
"489","Amfr",981.333333333333,920,-1
"490","Paox",982.5,754.5,-1
"491","Cox5b",984.611111111111,844,-1
"492","Tnfrsf19",985.5,771,1
"493","Nadk",985.833333333333,817.5,1
"494","Ubtd2",986.388888888889,849,1
"495","Cps1",986.722222222222,762,-1
"496","Msmo1",987.055555555556,851,-1
"497","Sdhb",987.5,789,-1
"498","Pzp",987.666666666667,908.5,-1
"499","Frmd6",987.888888888889,984,1
"500","Tmem106a",988.277777777778,903.5,1
"501","Rab9",989.166666666667,858.5,-1
"502","Tgif1",990.388888888889,643.5,1
"503","Tm4sf4",991.944444444444,605,1
"504","Rhoq",992.388888888889,845.5,1
"505","Isoc2a",992.611111111111,1004,-1
"506","Wfdc21",992.666666666667,775,-1
"507","Mbl1",993,890.5,-1
"508","Grb7",993.611111111111,804,-1
"509","Irf3",994.055555555556,786,-1
"510","Dgcr6",994.222222222222,744.5,-1
"511","Mup17",994.222222222222,659.5,-1
"512","Glyat",994.777777777778,720,-1
"513","Acss2",995.055555555556,748,-1
"514","Gpt",995.777777777778,992,-1
"515","Alpk1",998.222222222222,737.5,1
"516","Entpd8",998.5,896.5,-1
"517","Ces3a",1000.22222222222,822,-1
"518","Serpina11",1001.11111111111,825,-1
"519","Cyp51",1002.66666666667,935.5,-1
"520","Gadd45gip1",1003,921,-1
"521","Timd2",1003.22222222222,998,-1
"522","Kcnn2",1003.38888888889,899.5,-1
"523","Sybu",1003.44444444444,780.5,1
"524","Pparg",1004.05555555556,703,1
"525","Nars2",1004.27777777778,802,-1
"526","Slc48a1",1004.38888888889,1080,1
"527","Timm17b",1004.88888888889,753.5,-1
"528","Pttg1",1005.83333333333,866,-1
"529","Casp3",1005.88888888889,731,-1
"530","Atp5j",1006.61111111111,937,-1
"531","Cpne8",1006.77777777778,821,1
"532","Grhpr",1008.38888888889,954.5,-1
"533","Sptan1",1008.83333333333,540.5,1
"534","Cdo1",1009,1082.5,-1
"535","F12",1010.27777777778,851,-1
"536","Mccc2",1010.61111111111,919.5,-1
"537","Arhgdia",1010.77777777778,875.5,1
"538","Ndufa7",1011.77777777778,1000,-1
"539","Got1",1011.94444444444,683.5,-1
"540","Esyt1",1012.38888888889,840.5,1
"541","Cyp2c69",1012.61111111111,891,-1
"542","Pde4d",1012.72222222222,981.5,1
"543","Hebp1",1013.38888888889,836,-1
"544","Chchd7",1013.44444444444,840.5,-1
"545","Cct8",1014.16666666667,771,-1
"546","Vasp",1014.33333333333,931.5,1
"547","Sult5a1",1015.22222222222,908.5,-1
"548","Jun",1015.72222222222,852.5,1
"549","Agmat",1015.77777777778,995.5,-1
"550","Il17ra",1016.33333333333,1082,1
"551","Rhbdf2",1017.16666666667,1068,1
"552","Ugt2b5",1017.44444444444,828.5,-1
"553","Oaz1",1017.83333333333,922.5,-1
"554","Acad8",1017.83333333333,994,-1
"555","Hpn",1017.83333333333,688.5,-1
"556","Pla2g15",1018.11111111111,664.5,1
"557","Serpind1",1018.27777777778,660,-1
"558","Pdia5",1019.38888888889,1106.5,-1
"559","Ndufs3",1020.55555555556,715,-1
"560","Mrpl12",1020.72222222222,971.5,-1
"561","Slc35e2",1021.05555555556,981,-1
"562","Lmna",1022.5,973.5,1
"563","Hspe1",1022.5,888,-1
"564","C1ra",1023.33333333333,1000,-1
"565","Tm2d3",1023.72222222222,749,-1
"566","Pop5",1024.27777777778,771,-1
"567","Asgr2",1025.33333333333,817.5,-1
"568","Nrp2",1025.66666666667,803,1
"569","Ces1b",1025.72222222222,763.5,-1
"570","Mrpl34",1025.83333333333,1007.5,-1
"571","Etfa",1026.16666666667,1090,-1
"572","Ndufb5",1026.88888888889,1099,-1
"573","Ppa1",1027.05555555556,925.5,-1
"574","Map3k1",1028.22222222222,1077.5,1
"575","Tcaim",1028.33333333333,800,-1
"576","Abat",1028.33333333333,828,-1
"577","Xkr9",1028.94444444444,899.5,-1
"578","Eif6",1029,790,1
"579","Cmtm6",1029.27777777778,855,-1
"580","Ganab",1029.88888888889,933,-1
"581","Phyh",1030.66666666667,817,-1
"582","Tle3",1031.27777777778,898.5,1
"583","Rock2",1031.61111111111,962,1
"584","Cox6b1",1031.88888888889,787,-1
"585","Fxyd1",1032.16666666667,712.5,-1
"586","Lgr4",1032.77777777778,832,-1
"587","Exph5",1032.77777777778,1033.5,-1
"588","Lama3",1033.05555555556,720,-1
"589","Ctps2",1033.88888888889,779.5,1
"590","Atp5c1",1033.88888888889,751,-1
"591","Ndufv3",1034.16666666667,933,-1
"592","Stk17b",1035.05555555556,840,1
"593","Mospd3",1035.72222222222,944.5,-1
"594","Cadm1",1036.5,1015,1
"595","Dhcr7",1037.16666666667,1001.5,-1
"596","Stard7",1038.16666666667,1035.5,-1
"597","Tmem256",1038.55555555556,803.5,-1
"598","Lrpprc",1039.33333333333,914.5,-1
"599","Them4",1040.05555555556,941,-1
"600","Elovl2",1040.38888888889,891,-1
"601","Dnmt3a",1040.5,941,1
"602","Tgfbr1",1040.5,821,1
"603","Arpp19",1040.77777777778,797.5,1
"604","Etnk2",1041.61111111111,877.5,-1
"605","Agfg2",1041.72222222222,914.5,-1
"606","Tnip1",1041.94444444444,885,1
"607","Acbd4",1042.72222222222,1002,-1
"608","Mug1",1042.77777777778,754.5,-1
"609","Fkbp8",1044.11111111111,1066.5,-1
"610","Kng1",1044.61111111111,1032.5,-1
"611","Adi1",1045.44444444444,1010,-1
"612","Trip4",1045.5,1048,-1
"613","Ndfip1",1045.55555555556,797,-1
"614","Ceacam1",1045.77777777778,860.5,-1
"615","Ugt2b36",1046,672,-1
"616","Col15a1",1046.27777777778,848.5,1
"617","Nop10",1046.27777777778,754,-1
"618","Acp6",1046.55555555556,868.5,-1
"619","Tmem14c",1047.33333333333,758.5,-1
"620","Ccdc58",1047.44444444444,875.5,-1
"621","Stk39",1047.61111111111,954.5,1
"622","Cox7a2",1048.72222222222,908,-1
"623","Clpp",1049.66666666667,754.5,-1
"624","Ndufa12",1051.27777777778,965.5,-1
"625","Spred1",1051.33333333333,889,1
"626","Pmf1",1051.72222222222,909,-1
"627","Ppib",1052.33333333333,825.5,-1
"628","Fkbp1a",1052.33333333333,805,1
"629","Ndufb7",1052.83333333333,867.5,-1
"630","Slc25a13",1053.16666666667,1056,-1
"631","Mn1",1053.83333333333,982,-1
"632","Atp5j2",1054.22222222222,772,-1
"633","Gcgr",1055.22222222222,1069.5,-1
"634","Shroom3",1055.33333333333,1091,1
"635","Sdc2",1055.44444444444,640,-1
"636","Gm16548",1056.05555555556,946.5,-1
"637","Ephx2",1056.11111111111,1009.5,-1
"638","Man2b1",1057.44444444444,709.5,1
"639","Itih1",1057.83333333333,598.5,-1
"640","Mocs2",1058.05555555556,955,-1
"641","Hal",1059.72222222222,1071.5,-1
"642","Stard10",1059.83333333333,955.5,-1
"643","Ndufv1",1060.77777777778,919.5,-1
"644","Higd1a",1061.11111111111,1010.5,-1
"645","Acy1",1061.83333333333,893.5,-1
"646","Alas2",1062.27777777778,905.5,-1
"647","Wdr1",1062.27777777778,794,1
"648","Nox4",1062.72222222222,863,-1
"649","Tprkb",1062.72222222222,914.5,-1
"650","Col18a1",1063.77777777778,920,-1
"651","Hint2",1064.05555555556,943.5,-1
"652","Cap1",1064.33333333333,913,1
