"","Genes","detection_rate","log2_dec_rate"
"3384","Macrod2",0.235,-2.08865355589643
"3385","Pkig",0.235,-2.08865355589643
"3386","Foxk1",0.235,-2.08865355589643
"3387","Kdelr2",0.235,-2.08865355589643
"3388","Prr14",0.235,-2.08865355589643
"3389","Gm15638",0.235,-2.08865355589643
"3390","Dph6",0.234,-2.09480316043744
"3391","Zfp64",0.234,-2.09480316043744
"3392","Etnppl",0.234,-2.09480316043744
"3393","Qdpr",0.234,-2.09480316043744
"3394","Dot1l",0.234,-2.09480316043744
"3395","Hexb",0.234,-2.09480316043744
"3396","Nup155",0.234,-2.09480316043744
"3397","A930015D03Rik",0.234,-2.09480316043744
"3398","Ppp4r1",0.234,-2.09480316043744
"3399","Minpp1",0.234,-2.09480316043744
"3400","Cnst",0.233,-2.10097909042058
"3401","Ralgps1",0.233,-2.10097909042058
"3402","Arl6ip6",0.233,-2.10097909042058
"3403","Atp5g3",0.233,-2.10097909042058
"3404","Gss",0.233,-2.10097909042058
"3405","Mdn1",0.233,-2.10097909042058
"3406","Ssu72",0.233,-2.10097909042058
"3407","Gabrb1",0.233,-2.10097909042058
"3408","Dgkq",0.233,-2.10097909042058
"3409","Mcph1",0.233,-2.10097909042058
"3410","Rbpms2",0.233,-2.10097909042058
"3411","Zfp410",0.233,-2.10097909042058
"3412","Brd8",0.233,-2.10097909042058
"3413","Foxa2",0.232,-2.10718157220497
"3414","Ctnnbl1",0.232,-2.10718157220497
"3415","Trafd1",0.232,-2.10718157220497
"3416","Mtpn",0.232,-2.10718157220497
"3417","Ggcx",0.232,-2.10718157220497
"3418","Lhpp",0.232,-2.10718157220497
"3419","Irs2",0.232,-2.10718157220497
"3420","Kank2",0.232,-2.10718157220497
"3421","Gtf2a2",0.232,-2.10718157220497
"3422","Hnf1b",0.232,-2.10718157220497
"3423","Psen1",0.232,-2.10718157220497
"3424","Ptpa",0.231,-2.11341083508182
"3425","Cir1",0.231,-2.11341083508182
"3426","Tpm3",0.231,-2.11341083508182
"3427","Ndufaf4",0.231,-2.11341083508182
"3428","Ccdc91",0.231,-2.11341083508182
"3429","Smarca5",0.231,-2.11341083508182
"3430","Abhd14b",0.231,-2.11341083508182
"3431","Epn2",0.231,-2.11341083508182
"3432","Slc38a6",0.231,-2.11341083508182
"3433","Srebf2",0.231,-2.11341083508182
"3434","Abcf1",0.231,-2.11341083508182
"3435","Gm26904",0.231,-2.11341083508182
"3436","Sra1",0.231,-2.11341083508182
"3437","Cyp2c37",0.231,-2.11341083508182
"3438","Stx6",0.23,-2.11966711132536
"3439","Nup214",0.23,-2.11966711132536
"3440","Myef2",0.23,-2.11966711132536
"3441","Utp14a",0.23,-2.11966711132536
"3442","Tpd52",0.23,-2.11966711132536
"3443","Cpt2",0.23,-2.11966711132536
"3444","Zfp110",0.23,-2.11966711132536
"3445","Cep57l1",0.23,-2.11966711132536
"3446","Lamp1",0.23,-2.11966711132536
"3447","Cryl1",0.23,-2.11966711132536
"3448","Ttc36",0.23,-2.11966711132536
"3449","Ctnnb1",0.23,-2.11966711132536
"3450","Pitpna",0.23,-2.11966711132536
"3451","Tada2a",0.23,-2.11966711132536
"3452","Cbx1",0.23,-2.11966711132536
"3453","Fgfr4",0.23,-2.11966711132536
"3454","Brpf3",0.23,-2.11966711132536
"3455","Nacc2",0.229,-2.12595063624477
"3456","Pdk1",0.229,-2.12595063624477
"3457","Rps6ka3",0.229,-2.12595063624477
"3458","Sec22b",0.229,-2.12595063624477
"3459","Cnot3",0.229,-2.12595063624477
"3460","Insc",0.229,-2.12595063624477
"3461","Bag3",0.229,-2.12595063624477
"3462","Cabin1",0.229,-2.12595063624477
"3463","Adarb1",0.229,-2.12595063624477
"3464","Metap2",0.229,-2.12595063624477
"3465","Xkr6",0.229,-2.12595063624477
"3466","Mink1",0.229,-2.12595063624477
"3467","Smad5",0.229,-2.12595063624477
"3468","Ggnbp1",0.229,-2.12595063624477
"3469","Mcfd2",0.229,-2.12595063624477
"3470","Dusp12",0.228,-2.13226164823731
"3471","Adh5",0.228,-2.13226164823731
"3472","Bet1",0.228,-2.13226164823731
"3473","Arntl",0.228,-2.13226164823731
"3474","Wdr11",0.228,-2.13226164823731
"3475","Gm47719",0.228,-2.13226164823731
"3476","Lgr5",0.228,-2.13226164823731
"3477","Anapc10",0.228,-2.13226164823731
"3478","Cbl",0.228,-2.13226164823731
"3479","Zfp949",0.228,-2.13226164823731
"3480","Ercc5",0.227,-2.13860038884256
"3481","Nvl",0.227,-2.13860038884256
"3482","Gabpb1",0.227,-2.13860038884256
"3483","Actb",0.227,-2.13860038884256
"3484","Sumf1",0.227,-2.13860038884256
"3485","Zfp787",0.227,-2.13860038884256
"3486","Gpx4",0.227,-2.13860038884256
"3487","Cmtm4",0.227,-2.13860038884256
"3488","Zc3h12c",0.227,-2.13860038884256
"3489","Ice2",0.227,-2.13860038884256
"3490","Aaed1",0.227,-2.13860038884256
"3491","Serpind1",0.227,-2.13860038884256
"3492","Cep120",0.227,-2.13860038884256
"3493","Rab11fip2",0.227,-2.13860038884256
"3494","Ptma",0.226,-2.14496710279792
"3495","Ssb",0.226,-2.14496710279792
"3496","Cyp2j9",0.226,-2.14496710279792
"3497","Tmem59",0.226,-2.14496710279792
"3498","Bmp2k",0.226,-2.14496710279792
"3499","Zfp36",0.226,-2.14496710279792
"3500","Josd2",0.226,-2.14496710279792
"3501","Prep",0.226,-2.14496710279792
"3502","Adrb3",0.226,-2.14496710279792
"3503","Zdhhc20",0.226,-2.14496710279792
"3504","Klhdc8b",0.226,-2.14496710279792
"3505","Inhba",0.226,-2.14496710279792
"3506","Dsp",0.226,-2.14496710279792
"3507","Slc25a32",0.226,-2.14496710279792
"3508","Atp6v1a",0.226,-2.14496710279792
"3509","Capn15",0.226,-2.14496710279792
"3510","Lrg1",0.226,-2.14496710279792
"3511","Mob4",0.225,-2.15136203809529
"3512","Rab22a",0.225,-2.15136203809529
"3513","Jpx",0.225,-2.15136203809529
"3514","Kdm4a",0.225,-2.15136203809529
"3515","Lmtk2",0.225,-2.15136203809529
"3516","Polr1a",0.225,-2.15136203809529
"3517","Nr2f6",0.225,-2.15136203809529
"3518","Hyou1",0.225,-2.15136203809529
"3519","Atr",0.225,-2.15136203809529
"3520","Wdr82",0.225,-2.15136203809529
"3521","Rnf123",0.225,-2.15136203809529
"3522","Aspa",0.225,-2.15136203809529
"3523","Tom1l1",0.225,-2.15136203809529
"3524","Zfp322a",0.225,-2.15136203809529
"3525","Smc3",0.225,-2.15136203809529
"3526","Klhl12",0.224,-2.15778544603906
"3527","Tiprl",0.224,-2.15778544603906
"3528","Esf1",0.224,-2.15778544603906
"3529","Tmem164",0.224,-2.15778544603906
"3530","Gatb",0.224,-2.15778544603906
"3531","Chtop",0.224,-2.15778544603906
"3532","Yipf1",0.224,-2.15778544603906
"3533","Apobec1",0.224,-2.15778544603906
"3534","P4ha1",0.224,-2.15778544603906
"3535","Gstt1",0.224,-2.15778544603906
"3536","Khnyn",0.224,-2.15778544603906
"3537","Dhx30",0.224,-2.15778544603906
"3538","Atp6v0a1",0.224,-2.15778544603906
"3539","Fdxr",0.224,-2.15778544603906
"3540","Pxdc1",0.224,-2.15778544603906
"3541","Snx4",0.224,-2.15778544603906
"3542","St8sia3os",0.224,-2.15778544603906
"3543","Itgav",0.223,-2.16423758130531
"3544","Trmt2b",0.223,-2.16423758130531
"3545","Rnf10",0.223,-2.16423758130531
"3546","Spint2",0.223,-2.16423758130531
"3547","Glrx3",0.223,-2.16423758130531
"3548","Ccdc6",0.223,-2.16423758130531
"3549","Purb",0.223,-2.16423758130531
"3550","Ublcp1",0.223,-2.16423758130531
"3551","Cops3",0.223,-2.16423758130531
"3552","Naa35",0.223,-2.16423758130531
"3553","Kif2a",0.223,-2.16423758130531
"3554","Dnajc22",0.223,-2.16423758130531
"3555","Malt1",0.223,-2.16423758130531
"3556","Smim10l1",0.222,-2.17071870200247
"3557","Zc3h4",0.222,-2.17071870200247
"3558","Zfp975",0.222,-2.17071870200247
"3559","Lrrk1",0.222,-2.17071870200247
"3560","Dyrk2",0.222,-2.17071870200247
"3561","Ankrd10",0.222,-2.17071870200247
"3562","Mlycd",0.222,-2.17071870200247
"3563","Dcp1a",0.222,-2.17071870200247
"3564","Gm39469",0.222,-2.17071870200247
"3565","Dnaja3",0.222,-2.17071870200247
"3566","Ube2v2",0.222,-2.17071870200247
"3567","Kctd20",0.222,-2.17071870200247
"3568","Gprasp1",0.221,-2.17722906973322
"3569","4933434E20Rik",0.221,-2.17722906973322
"3570","Minos1",0.221,-2.17722906973322
"3571","Naa25",0.221,-2.17722906973322
"3572","Chmp3",0.221,-2.17722906973322
"3573","Prmt3",0.221,-2.17722906973322
"3574","Ctsb",0.221,-2.17722906973322
"3575","Gm16124",0.221,-2.17722906973322
"3576","Rtn4",0.221,-2.17722906973322
"3577","Vdac1",0.221,-2.17722906973322
"3578","Adck1",0.221,-2.17722906973322
"3579","Cdc5l",0.221,-2.17722906973322
"3580","Ppp1r21",0.221,-2.17722906973322
"3581","Acad10",0.22,-2.18376894965789
"3582","Tgfa",0.22,-2.18376894965789
"3583","Uba3",0.22,-2.18376894965789
"3584","Pgap2",0.22,-2.18376894965789
"3585","D430042O09Rik",0.22,-2.18376894965789
"3586","Ppp2r2d",0.22,-2.18376894965789
"3587","Tspan31",0.22,-2.18376894965789
"3588","Ist1",0.22,-2.18376894965789
"3589","Srpr",0.22,-2.18376894965789
"3590","AL589670.1",0.22,-2.18376894965789
"3591","Rab18",0.22,-2.18376894965789
"3592","BC003331",0.219,-2.19033861055923
"3593","Arfgap2",0.219,-2.19033861055923
"3594","Meis2",0.219,-2.19033861055923
"3595","Lrif1",0.219,-2.19033861055923
"3596","Dnajb4",0.219,-2.19033861055923
"3597","Akirin2",0.219,-2.19033861055923
"3598","Eif4h",0.219,-2.19033861055923
"3599","Gfpt1",0.219,-2.19033861055923
"3600","Inhbc",0.219,-2.19033861055923
"3601","Hsd17b6",0.219,-2.19033861055923
"3602","Als2cl",0.219,-2.19033861055923
"3603","Fancl",0.219,-2.19033861055923
"3604","Slc25a10",0.219,-2.19033861055923
"3605","Ggps1",0.219,-2.19033861055923
"3606","Ttc38",0.219,-2.19033861055923
"3607","Sp1",0.219,-2.19033861055923
"3608","Dexi",0.219,-2.19033861055923
"3609","Nrep",0.219,-2.19033861055923
"3610","Ssfa2",0.218,-2.1969383249087
"3611","Eif2s2",0.218,-2.1969383249087
"3612","Osbpl2",0.218,-2.1969383249087
"3613","Rlim",0.218,-2.1969383249087
"3614","Pdcd10",0.218,-2.1969383249087
"3615","Smlr1",0.218,-2.1969383249087
"3616","Slc41a2",0.218,-2.1969383249087
"3617","Tbc1d30",0.218,-2.1969383249087
"3618","Colgalt1",0.218,-2.1969383249087
"3619","Esrp2",0.218,-2.1969383249087
"3620","Parp4",0.218,-2.1969383249087
"3621","Trappc6b",0.218,-2.1969383249087
"3622","Atp6v1c1",0.218,-2.1969383249087
"3623","Taf2",0.218,-2.1969383249087
"3624","Tns2",0.218,-2.1969383249087
"3625","Rab5a",0.218,-2.1969383249087
"3626","Crls1",0.217,-2.20356836893431
"3627","Mup11",0.217,-2.20356836893431
"3628","Zswim5",0.217,-2.20356836893431
"3629","Nup54",0.217,-2.20356836893431
"3630","Srrt",0.217,-2.20356836893431
"3631","Paox",0.217,-2.20356836893431
"3632","Zwint",0.217,-2.20356836893431
"3633","2610008E11Rik",0.217,-2.20356836893431
"3634","Os9",0.217,-2.20356836893431
"3635","Ces2a",0.217,-2.20356836893431
"3636","Lrmda",0.217,-2.20356836893431
"3637","Birc3",0.217,-2.20356836893431
"3638","Pccb",0.217,-2.20356836893431
"3639","Dync1li1",0.217,-2.20356836893431
"3640","Ap1b1",0.217,-2.20356836893431
"3641","Slc25a39",0.217,-2.20356836893431
"3642","Arsg",0.217,-2.20356836893431
"3643","Ripk1",0.217,-2.20356836893431
"3644","Gkap1",0.217,-2.20356836893431
"3645","Tfcp2",0.217,-2.20356836893431
"3646","Zfp598",0.217,-2.20356836893431
"3647","Foxp4",0.217,-2.20356836893431
"3648","Abhd3",0.217,-2.20356836893431
"3649","Prrc1",0.217,-2.20356836893431
"3650","Pde7a",0.216,-2.21022902268994
"3651","Golga3",0.216,-2.21022902268994
"3652","Pitpnb",0.216,-2.21022902268994
"3653","Wnt5b",0.216,-2.21022902268994
"3654","Tmem41b",0.216,-2.21022902268994
"3655","Nedd1",0.216,-2.21022902268994
"3656","Rap1b",0.216,-2.21022902268994
"3657","Anxa7",0.216,-2.21022902268994
"3658","Mpzl2",0.216,-2.21022902268994
"3659","Usp19",0.216,-2.21022902268994
"3660","Mblac2",0.216,-2.21022902268994
"3661","Actn1",0.216,-2.21022902268994
"3662","Plxnb2",0.216,-2.21022902268994
"3663","Ppil2",0.216,-2.21022902268994
"3664","Fgfr1op",0.216,-2.21022902268994
"3665","Tfeb",0.216,-2.21022902268994
"3666","Yipf5",0.216,-2.21022902268994
"3667","Ahnak",0.216,-2.21022902268994
"3668","Ppp1r3c",0.216,-2.21022902268994
"3669","Nrp2",0.215,-2.21692057012639
"3670","Dstyk",0.215,-2.21692057012639
"3671","Scyl3",0.215,-2.21692057012639
"3672","Pex2",0.215,-2.21692057012639
"3673","Eif2a",0.215,-2.21692057012639
"3674","Usp53",0.215,-2.21692057012639
"3675","Dpy19l4",0.215,-2.21692057012639
"3676","Grm8",0.215,-2.21692057012639
"3677","Nup210",0.215,-2.21692057012639
"3678","C2cd5",0.215,-2.21692057012639
"3679","Gm40652",0.215,-2.21692057012639
"3680","Gfod2",0.215,-2.21692057012639
"3681","Esd",0.215,-2.21692057012639
"3682","Clk3",0.215,-2.21692057012639
"3683","Meis1",0.215,-2.21692057012639
"3684","Heatr6",0.215,-2.21692057012639
"3685","Mta3",0.215,-2.21692057012639
"3686","Smad7",0.215,-2.21692057012639
"3687","Lamc1",0.214,-2.22364329916394
"3688","C130074G19Rik",0.214,-2.22364329916394
"3689","Dstn",0.214,-2.22364329916394
"3690","Snx5",0.214,-2.22364329916394
"3691","Mn1",0.214,-2.22364329916394
"3692","Fam160a2",0.214,-2.22364329916394
"3693","Ppa1",0.214,-2.22364329916394
"3694","Ctdsp2",0.214,-2.22364329916394
"3695","Rpl41",0.214,-2.22364329916394
"3696","Ecd",0.214,-2.22364329916394
"3697","Mphosph8",0.214,-2.22364329916394
"3698","Extl3",0.214,-2.22364329916394
"3699","Mapk9",0.214,-2.22364329916394
"3700","Nfe2l1",0.214,-2.22364329916394
"3701","Tdp2",0.214,-2.22364329916394
"3702","Morf4l2",0.213,-2.23039750176675
"3703","Dph5",0.213,-2.23039750176675
"3704","Ap1ar",0.213,-2.23039750176675
"3705","Rabggtb",0.213,-2.23039750176675
"3706","Eif2b3",0.213,-2.23039750176675
"3707","Dhdds",0.213,-2.23039750176675
"3708","Akr7a5",0.213,-2.23039750176675
"3709","Rfc1",0.213,-2.23039750176675
"3710","Bcl7a",0.213,-2.23039750176675
"3711","Tmed2",0.213,-2.23039750176675
"3712","Washc4",0.213,-2.23039750176675
"3713","Cox5a",0.213,-2.23039750176675
"3714","1190002N15Rik",0.213,-2.23039750176675
"3715","4930556N13Rik",0.213,-2.23039750176675
"3716","Zfp369",0.213,-2.23039750176675
"3717","Snx18",0.213,-2.23039750176675
"3718","Pim3",0.213,-2.23039750176675
"3719","Stat1",0.212,-2.23718347401889
"3720","Mmadhc",0.212,-2.23718347401889
"3721","Arfgap1",0.212,-2.23718347401889
"3722","1110019D14Rik",0.212,-2.23718347401889
"3723","Pex26",0.212,-2.23718347401889
"3724","Zfp780b",0.212,-2.23718347401889
"3725","Asb7",0.212,-2.23718347401889
"3726","Vta1",0.212,-2.23718347401889
"3727","Mmaa",0.212,-2.23718347401889
"3728","Zfp612",0.212,-2.23718347401889
"3729","Bcar1",0.212,-2.23718347401889
"3730","Agt",0.212,-2.23718347401889
"3731","Zswim8",0.212,-2.23718347401889
"3732","Atg14",0.212,-2.23718347401889
"3733","Rtp3",0.212,-2.23718347401889
"3734","Nsun2",0.212,-2.23718347401889
"3735","Gpatch2l",0.212,-2.23718347401889
"3736","Prkag1",0.212,-2.23718347401889
"3737","Axin1",0.212,-2.23718347401889
"3738","Camsap2",0.211,-2.24400151620229
"3739","Zfp973",0.211,-2.24400151620229
"3740","Med14",0.211,-2.24400151620229
"3741","Pola1",0.211,-2.24400151620229
"3742","Ssr3",0.211,-2.24400151620229
"3743","Hdgf",0.211,-2.24400151620229
"3744","Alg14",0.211,-2.24400151620229
"3745","Cpne3",0.211,-2.24400151620229
"3746","Sdhb",0.211,-2.24400151620229
"3747","Serinc1",0.211,-2.24400151620229
"3748","Dna2",0.211,-2.24400151620229
"3749","Nrbf2",0.211,-2.24400151620229
"3750","Gm33543",0.211,-2.24400151620229
"3751","Thap2",0.211,-2.24400151620229
"3752","Usp38",0.211,-2.24400151620229
"3753","Tgfbr2",0.211,-2.24400151620229
"3754","0610010F05Rik",0.211,-2.24400151620229
"3755","Nsrp1",0.211,-2.24400151620229
"3756","Max",0.211,-2.24400151620229
"3757","Ugt3a1",0.211,-2.24400151620229
"3758","Kmt2d",0.211,-2.24400151620229
"3759","Mettl7a1",0.211,-2.24400151620229
"3760","Srpk1",0.211,-2.24400151620229
"3761","Stard4",0.211,-2.24400151620229
"3762","Sptbn2",0.211,-2.24400151620229
"3763","Gle1",0.21,-2.2508519328764
"3764","Taf4",0.21,-2.2508519328764
"3765","Atg4c",0.21,-2.2508519328764
"3766","Rchy1",0.21,-2.2508519328764
"3767","Gm26745",0.21,-2.2508519328764
"3768","Zfp746",0.21,-2.2508519328764
"3769","Sec61a1",0.21,-2.2508519328764
"3770","Gm16573",0.21,-2.2508519328764
"3771","Chac2",0.21,-2.2508519328764
"3772","Anxa6",0.21,-2.2508519328764
"3773","Slc39a9",0.21,-2.2508519328764
"3774","Stub1",0.21,-2.2508519328764
"3775","Nudt3",0.21,-2.2508519328764
"3776","Calm2",0.21,-2.2508519328764
"3777","CAAA01118383.1",0.21,-2.2508519328764
"3778","Nfs1",0.209,-2.25773503295987
"3779","Slc4a1ap",0.209,-2.25773503295987
"3780","Cebpg",0.209,-2.25773503295987
"3781","Crebzf",0.209,-2.25773503295987
"3782","Sh3rf1",0.209,-2.25773503295987
"3783","Fam76b",0.209,-2.25773503295987
"3784","Uqcrq",0.209,-2.25773503295987
"3785","Serpinf1",0.209,-2.25773503295987
"3786","Dhx40",0.209,-2.25773503295987
"3787","Psmd12",0.209,-2.25773503295987
"3788","Mpv17l",0.209,-2.25773503295987
"3789","Unkl",0.209,-2.25773503295987
"3790","Rab3gap2",0.208,-2.26465112981411
"3791","Stam2",0.208,-2.26465112981411
"3792","Nono",0.208,-2.26465112981411
"3793","Syap1",0.208,-2.26465112981411
"3794","Zyg11a",0.208,-2.26465112981411
"3795","Nr2f2",0.208,-2.26465112981411
"3796","Brd7",0.208,-2.26465112981411
"3797","Adgrv1",0.208,-2.26465112981411
"3798","Nubpl",0.208,-2.26465112981411
"3799","Nop58",0.207,-2.27160054132894
"3800","Fh1",0.207,-2.27160054132894
"3801","Klhl15",0.207,-2.27160054132894
"3802","Bsdc1",0.207,-2.27160054132894
"3803","Rhpn2",0.207,-2.27160054132894
"3804","Tsg101",0.207,-2.27160054132894
"3805","Utp20",0.207,-2.27160054132894
"3806","Erlec1",0.207,-2.27160054132894
"3807","Vps53",0.207,-2.27160054132894
"3808","Sdf2",0.207,-2.27160054132894
"3809","Elmo1",0.207,-2.27160054132894
"3810","Ptpn21",0.207,-2.27160054132894
"3811","BC002059",0.207,-2.27160054132894
"3812","H2-D1",0.207,-2.27160054132894
"3813","Dedd",0.206,-2.27858359001019
"3814","Aqr",0.206,-2.27858359001019
"3815","Gzf1",0.206,-2.27858359001019
"3816","Wdr44",0.206,-2.27858359001019
"3817","Uqcrh",0.206,-2.27858359001019
"3818","Galnt11",0.206,-2.27858359001019
"3819","Atraid",0.206,-2.27858359001019
"3820","Mxd4",0.206,-2.27858359001019
"3821","Crcp",0.206,-2.27858359001019
"3822","Aamdc",0.206,-2.27858359001019
"3823","Pex3",0.206,-2.27858359001019
"3824","Nfic",0.206,-2.27858359001019
"3825","Ube2n",0.206,-2.27858359001019
"3826","Inhbe",0.206,-2.27858359001019
"3827","Tubgcp3",0.206,-2.27858359001019
"3828","Wdr59",0.206,-2.27858359001019
"3829","Gm47465",0.206,-2.27858359001019
"3830","Snhg20",0.206,-2.27858359001019
"3831","Srd5a1",0.206,-2.27858359001019
"3832","Mrps27",0.206,-2.27858359001019
"3833","Senp1",0.206,-2.27858359001019
"3834","Rab11b",0.206,-2.27858359001019
"3835","Agxt",0.205,-2.2856006030696
"3836","Tbc1d8b",0.205,-2.2856006030696
"3837","Bcl9",0.205,-2.2856006030696
"3838","Arf5",0.205,-2.2856006030696
"3839","Rps9",0.205,-2.2856006030696
"3840","Pnpla6",0.205,-2.2856006030696
"3841","Ces1g",0.205,-2.2856006030696
"3842","Tmem110",0.205,-2.2856006030696
"3843","Csk",0.205,-2.2856006030696
"3844","Zbtb38",0.205,-2.2856006030696
"3845","Grn",0.205,-2.2856006030696
"3846","Hmgcs1",0.205,-2.2856006030696
"3847","Laptm4a",0.205,-2.2856006030696
"3848","Tbccd1",0.205,-2.2856006030696
"3849","Igsf11",0.205,-2.2856006030696
"3850","Zfp438",0.205,-2.2856006030696
"3851","Tmlhe",0.205,-2.2856006030696
"3852","Sec61a2",0.204,-2.29265191251673
"3853","Cwc22",0.204,-2.29265191251673
"3854","Slc1a2",0.204,-2.29265191251673
"3855","Ctsa",0.204,-2.29265191251673
"3856","Dcaf12",0.204,-2.29265191251673
"3857","Nr0b2",0.204,-2.29265191251673
"3858","Vps37b",0.204,-2.29265191251673
"3859","Trrap",0.204,-2.29265191251673
"3860","1810058I24Rik",0.204,-2.29265191251673
"3861","Psmd13",0.204,-2.29265191251673
"3862","Atxn7l3b",0.204,-2.29265191251673
"3863","Polb",0.204,-2.29265191251673
"3864","Ppcdc",0.204,-2.29265191251673
"3865","Tbc1d9b",0.204,-2.29265191251673
"3866","Narf",0.204,-2.29265191251673
"3867","Tmx3",0.204,-2.29265191251673
"3868","Ifih1",0.203,-2.2997378552533
"3869","Pacsin3",0.203,-2.2997378552533
"3870","Zfp280c",0.203,-2.2997378552533
"3871","Mbtps2",0.203,-2.2997378552533
"3872","Rnf20",0.203,-2.2997378552533
"3873","Zfp512",0.203,-2.2997378552533
"3874","Kdm2b",0.203,-2.2997378552533
"3875","Fxyd1",0.203,-2.2997378552533
"3876","Rnf141",0.203,-2.2997378552533
"3877","Enpp1",0.203,-2.2997378552533
"3878","Vps26a",0.203,-2.2997378552533
"3879","Csnk1g2",0.203,-2.2997378552533
"3880","Cep44",0.203,-2.2997378552533
"3881","Tug1",0.203,-2.2997378552533
"3882","Socs7",0.203,-2.2997378552533
"3883","Ndufaf2",0.203,-2.2997378552533
"3884","Sgpp1",0.203,-2.2997378552533
"3885","Oplah",0.203,-2.2997378552533
"3886","Mief1",0.203,-2.2997378552533
"3887","Tbc1d24",0.203,-2.2997378552533
"3888","Gm26561",0.203,-2.2997378552533
"3889","Gin1",0.202,-2.30685877316971
"3890","Tm9sf4",0.202,-2.30685877316971
"3891","Selenot",0.202,-2.30685877316971
"3892","AU022252",0.202,-2.30685877316971
"3893","Kpna6",0.202,-2.30685877316971
"3894","Tbc1d14",0.202,-2.30685877316971
"3895","Ccz1",0.202,-2.30685877316971
"3896","Tm7sf3",0.202,-2.30685877316971
"3897","Clpb",0.202,-2.30685877316971
"3898","Gde1",0.202,-2.30685877316971
"3899","Abce1",0.202,-2.30685877316971
"3900","Pdpr",0.202,-2.30685877316971
"3901","Gosr1",0.202,-2.30685877316971
"3902","Apopt1",0.202,-2.30685877316971
"3903","Gm3448",0.202,-2.30685877316971
"3904","Serf2",0.201,-2.3140150132441
"3905","Cox7b",0.201,-2.3140150132441
"3906","Rbm15",0.201,-2.3140150132441
"3907","Epo",0.201,-2.3140150132441
"3908","Fam192a",0.201,-2.3140150132441
"3909","2010315B03Rik",0.201,-2.3140150132441
"3910","Riok1",0.201,-2.3140150132441
"3911","Skiv2l2",0.201,-2.3140150132441
"3912","Sypl",0.201,-2.3140150132441
"3913","Apol9b",0.201,-2.3140150132441
"3914","Nit2",0.201,-2.3140150132441
"3915","Gm26694",0.201,-2.3140150132441
"3916","Aldh1a7",0.201,-2.3140150132441
"3917","Atp1b1",0.2,-2.32120692764371
"3918","Nostrin",0.2,-2.32120692764371
"3919","Ganc",0.2,-2.32120692764371
"3920","Pabpc4",0.2,-2.32120692764371
"3921","Gm26624",0.2,-2.32120692764371
"3922","Eif2ak1",0.2,-2.32120692764371
"3923","Scnn1a",0.2,-2.32120692764371
